year,id,name,income,pop,state_inc_tax,local_inc_tax
1948,25000,Massachusetts,7159423,4674000,38871,0
1949,25000,Massachusetts,7102548,4741000,43917,0
1950,25000,Massachusetts,7896401,4686000,53810,0
1951,25000,Massachusetts,8642772,4654000,70043,0
1952,25000,Massachusetts,9041097,4650000,74468,0
1953,25000,Massachusetts,9582884,4806000,71960,0
1954,25000,Massachusetts,9688150,4910000,78427,0
1955,25000,Massachusetts,10329203,4882000,96094,0
1956,25000,Massachusetts,10959614,4891000,108162,0
1957,25000,Massachusetts,11582938,4929000,110666,0
1958,25000,Massachusetts,11835900,5010000,129735,0
1959,25000,Massachusetts,12630422,5117000,152703,0
1960,25000,Massachusetts,13147178,5160000,153156,0
1961,25000,Massachusetts,13813775,5219000,164298,0
1962,25000,Massachusetts,14596602,5263000,179802,0
1963,25000,Massachusetts,15203436,5344000,184377,0
1964,25000,Massachusetts,16233141,5448000,220362,0
1965,25000,Massachusetts,17319732,5502000,215675,0
1966,25000,Massachusetts,18650133,5535000,283717,0
1967,25000,Massachusetts,20260498,5594000,263062,0
1968,25000,Massachusetts,22126460,5618000,394355,0
1969,25000,Massachusetts,24041879,5650000,485623,0
1970,25000,Massachusetts,25961402,5703706,545899,0
1971,25000,Massachusetts,27741966,5738589,570273,0
1972,25000,Massachusetts,29977946,5762122,879042,0
1973,25000,Massachusetts,32574071,5783809,909190,0
1974,25000,Massachusetts,35182241,5776992,1028098,0
1975,25000,Massachusetts,37801838,5762138,998885,0
1976,25000,Massachusetts,40688841,5748868,1273456,0
1977,25000,Massachusetts,44297892,5744097,1331292,0
1978,25000,Massachusetts,48938719,5742923,1503258,0
1979,25000,Massachusetts,54481353,5746188,1677129,0
1980,25000,Massachusetts,61388742,5746075,1943025,0
1981,25000,Massachusetts,68493446,5768685,2235247,0
1982,25000,Massachusetts,75098546,5771222,2379492,0
1983,25000,Massachusetts,81445901,5799405,2557564,0
1984,25000,Massachusetts,91928261,5840774,3020727,0
1985,25000,Massachusetts,99341606,5880734,3263906,0
1986,25000,Massachusetts,107146482,5902677,3792193,0
1987,25000,Massachusetts,116044290,5935205,3883661,0
1988,25000,Massachusetts,127722938,5979983,4072795,0
1989,25000,Massachusetts,135208932,6015478,4498287,0
1990,25000,Massachusetts,139232601,6022639,5309340,0
1991,25000,Massachusetts,141351750,6018470,5214681,0
1992,25000,Massachusetts,148477573,6028709,5411507,0
1993,25000,Massachusetts,154367404,6060569,5545636,0
1994,25000,Massachusetts,162175192,6095241,5823182,0
1995,25000,Massachusetts,171741979,6141445,6315162,0
1996,25000,Massachusetts,182580403,6179756,6959161,0
1997,25000,Massachusetts,194130726,6226058,7424661,0
1998,25000,Massachusetts,206430628,6271838,8316967,0
1999,25000,Massachusetts,220900683,6317345,8269955,0
2000,25000,Massachusetts,245502523,6361104,9386180,0
2001,25000,Massachusetts,255086839,6397634,9640092,0
2002,25000,Massachusetts,253738694,6417206,7597560,0
2003,25000,Massachusetts,258616742,6422565,8158078,0
2004,25000,Massachusetts,271926806,6412281,8995606,0
2005,25000,Massachusetts,284122493,6403290,9808087,0
2006,25000,Massachusetts,306081940,6410084,10394285,0
2007,25000,Massachusetts,322125961,6431559,11809484,0
2008,25000,Massachusetts,335157165,6468967,12049996,0
2009,25000,Massachusetts,330909697,6517613,10117043,0
2010,25000,Massachusetts,347492138,6569537,10534273,0
2011,25000,Massachusetts,363396351,6629863,11649722,0
2012,25000,Massachusetts,379267836,6692712,11967311,0
2013,25000,Massachusetts,382611077,6756583,13145663,0
2014,25000,Massachusetts,401832495,6819480,13667510,0
2015,25000,Massachusetts,428228930,6865334,14573013,0
2016,25000,Massachusetts,444184133,6908516,14472189,0
2017,25000,Massachusetts,463599930,6958374,15234229,0
2018,25000,Massachusetts,486203915,6994054,16117617,0
2019,25000,Massachusetts,506614169,7016618,18212387,0
2020,25000,Massachusetts,540855263,7022220,19697474,0
1948,26000,Michigan,9697714,6213000,0,0
1949,26000,Michigan,9642355,6332000,0,0
1950,26000,Michigan,11002621,6407000,0,0
1951,26000,Michigan,12319075,6497000,0,0
1952,26000,Michigan,13190546,6650000,0,0
1953,26000,Michigan,14991550,6822000,0,0
1954,26000,Michigan,14618374,7066000,0,0
1955,26000,Michigan,16236031,7285000,0,0
1956,26000,Michigan,16948889,7467000,0,0
1957,26000,Michigan,17440858,7569000,0,0
1958,26000,Michigan,17119510,7667000,0,0
1959,26000,Michigan,18126035,7767000,0,0
1960,26000,Michigan,18884004,7834000,0,0
1961,26000,Michigan,18956987,7893000,0,0
1962,26000,Michigan,20319333,7933000,0,0
1963,26000,Michigan,21691531,8058000,0,45998
1964,26000,Michigan,23774166,8187000,0,64064
1965,26000,Michigan,26375153,8357000,0,63316
1966,26000,Michigan,28764087,8512000,0,69170
1967,26000,Michigan,29991814,8630000,52352,67055
1968,26000,Michigan,33160649,8696000,382478,88014
1969,26000,Michigan,36067948,8781000,424157,122209
1970,26000,Michigan,37361665,8896558,466643,122399
1971,26000,Michigan,40643958,8971835,638882,120855
1972,26000,Michigan,45132028,9024681,923194,151646
1973,26000,Michigan,50382867,9071764,1008942,153995
1974,26000,Michigan,53913200,9109374,985826,169460
1975,26000,Michigan,57745117,9107840,948876,171732
1976,26000,Michigan,64457792,9117481,1289605,196089
1977,26000,Michigan,72465620,9157247,1437168,194539
1978,26000,Michigan,80772906,9201953,1843703,205460
1979,26000,Michigan,88478725,9248814,1951837,205806
1980,26000,Michigan,94684397,9255553,1949246,177320
1981,26000,Michigan,101254248,9209287,2062801,192819
1982,26000,Michigan,104816500,9115196,2178004,290636
1983,26000,Michigan,111577181,9047764,2807739,274424
1984,26000,Michigan,123177165,9049454,2978207,297709
1985,26000,Michigan,133599143,9076287,3157123,328932
1986,26000,Michigan,142047588,9127774,3447144,343032
1987,26000,Michigan,147561422,9187484,3335981,318507
1988,26000,Michigan,157523158,9218002,3630321,406789
1989,26000,Michigan,169629265,9253298,3819193,401028
1990,26000,Michigan,177393177,9311319,3748208,394561
1991,26000,Michigan,181414249,9400446,3834813,388535
1992,26000,Michigan,192235076,9479065,3691751,381554
1993,26000,Michigan,202432450,9540114,4782716,358914
1994,26000,Michigan,217745440,9597737,4656208,400949
1995,26000,Michigan,230305875,9676211,5201132,451131
1996,26000,Michigan,242218472,9758645,5590283,461672
1997,26000,Michigan,254938948,9809051,6036213,488988
1998,26000,Michigan,270129905,9847942,6433593,516747
1999,26000,Michigan,283339665,9897116,7057151,545963
2000,26000,Michigan,302000579,9952450,7050910,569498
2001,26000,Michigan,307220858,9991120,6643249,524560
2002,26000,Michigan,306502877,10015710,5985712,472190
2003,26000,Michigan,314078154,10041152,5737960,496709
2004,26000,Michigan,323456673,10055315,5819021,504683
2005,26000,Michigan,331142642,10051137,6059854,470843
2006,26000,Michigan,339338377,10036081,6226989,496071
2007,26000,Michigan,349331478,10001284,6502486,501698
2008,26000,Michigan,357779785,9946889,7200028,458176
2009,26000,Michigan,339695037,9901591,5388239,417886
2010,26000,Michigan,353316281,9880076,5541884,401856
2011,26000,Michigan,373861260,9895488,6467291,422124
2012,26000,Michigan,389544137,9920751,6988799,456631
2013,26000,Michigan,393576751,9947308,8115583,459493
2014,26000,Michigan,411019819,9974630,7994485,475403
2015,26000,Michigan,433688597,9987137,9014207,477848
2016,26000,Michigan,446030231,10016980,9281801,479309
2017,26000,Michigan,458756727,10049868,9506427,558402
2018,26000,Michigan,476476831,10070610,9851208,556123
2019,26000,Michigan,492022215,10078236,10400975,589847
2020,26000,Michigan,530808563,10067664,10213100,612179
1948,27000,Minnesota,4161863,2868000,27147,0
1949,27000,Minnesota,3918116,2935000,35466,0
1950,27000,Minnesota,4336143,2997000,39073,0
1951,27000,Minnesota,4800051,3010000,44245,0
1952,27000,Minnesota,5000335,3030000,46380,0
1953,27000,Minnesota,5278331,3050000,48281,0
1954,27000,Minnesota,5442168,3113000,52085,0
1955,27000,Minnesota,5765467,3172000,57415,0
1956,27000,Minnesota,6040216,3240000,62450,0
1957,27000,Minnesota,6411451,3274000,68683,0
1958,27000,Minnesota,6772724,3313000,73116,0
1959,27000,Minnesota,7034680,3366000,82552,0
1960,27000,Minnesota,7471665,3425000,92926,0
1961,27000,Minnesota,7853366,3470000,108311,0
1962,27000,Minnesota,8277686,3513000,154954,0
1963,27000,Minnesota,8779369,3531000,130973,0
1964,27000,Minnesota,9131540,3558000,145288,0
1965,27000,Minnesota,10087617,3592000,199415,0
1966,27000,Minnesota,10933462,3617000,232793,0
1967,27000,Minnesota,11750340,3659000,250750,0
1968,27000,Minnesota,12933975,3703000,274378,0
1969,27000,Minnesota,14388047,3758000,328153,0
1970,27000,Minnesota,15708849,3815249,358202,0
1971,27000,Minnesota,16766023,3851901,420454,0
1972,27000,Minnesota,18229257,3866878,551654,0
1973,27000,Minnesota,21370238,3885164,594875,0
1974,27000,Minnesota,23011795,3898450,775370,0
1975,27000,Minnesota,24891102,3925793,857143,0
1976,27000,Minnesota,26907121,3956602,900740,0
1977,27000,Minnesota,30292726,3979844,1032461,0
1978,27000,Minnesota,33988927,4004676,1170611,0
1979,27000,Minnesota,37795423,4038150,1333124,0
1980,27000,Minnesota,42002053,4085017,1276724,0
1981,27000,Minnesota,46547625,4111733,1497992,0
1982,27000,Minnesota,49867537,4131450,1671062,0
1983,27000,Minnesota,52578359,4141458,2127579,0
1984,27000,Minnesota,59667354,4157704,2360063,0
1985,27000,Minnesota,63360939,4184301,2210402,0
1986,27000,Minnesota,67018188,4205213,2012173,0
1987,27000,Minnesota,71480238,4235136,2421242,0
1988,27000,Minnesota,75424900,4296163,2559882,0
1989,27000,Minnesota,82388061,4338056,2541906,0
1990,27000,Minnesota,87513967,4389857,3065479,0
1991,27000,Minnesota,90246245,4440859,2842688,0
1992,27000,Minnesota,97018541,4495572,3193317,0
1993,27000,Minnesota,99989946,4555954,3393780,0
1994,27000,Minnesota,107155238,4610355,3586159,0
1995,27000,Minnesota,113337451,4660180,3961479,0
1996,27000,Minnesota,122210770,4712827,4480173,0
1997,27000,Minnesota,129027566,4763390,4771801,0
1998,27000,Minnesota,140368599,4813412,4995667,0
1999,27000,Minnesota,147680886,4873481,4153301,0
2000,27000,Minnesota,160088983,4933692,5063396,0
2001,27000,Minnesota,166871882,4982796,5039323,0
2002,27000,Minnesota,170418975,5018935,5456646,0
2003,27000,Minnesota,178356163,5053572,5389341,0
2004,27000,Minnesota,189320918,5087713,5691474,0
2005,27000,Minnesota,194876787,5119598,6475453,0
2006,27000,Minnesota,204823707,5163555,6804590,0
2007,27000,Minnesota,216907171,5207203,7317520,0
2008,27000,Minnesota,226467098,5247018,7847519,0
2009,27000,Minnesota,216945702,5281203,6653099,0
2010,27000,Minnesota,226957064,5312113,6759579,0
2011,27000,Minnesota,242593231,5352572,7645658,0
2012,27000,Minnesota,257164228,5388297,8163670,0
2013,27000,Minnesota,259781775,5430428,9537736,0
2014,27000,Minnesota,273487954,5473353,9804663,0
2015,27000,Minnesota,286422936,5509714,10632952,0
2016,27000,Minnesota,292234917,5556226,10766190,0
2017,27000,Minnesota,304470047,5605384,11221799,0
2018,27000,Minnesota,319619110,5650149,11706823,0
2019,27000,Minnesota,329523912,5686733,12288823,0
2020,27000,Minnesota,350784691,5707165,12354991,0
1948,28000,Mississippi,1655497,2076000,4046,0
1949,28000,Mississippi,1481714,2085000,4444,0
1950,28000,Mississippi,1697140,2176000,4241,0
1951,28000,Mississippi,1872430,2163000,4715,0
1952,28000,Mississippi,1981064,2152000,5339,0
1953,28000,Mississippi,2009235,2105000,5300,0
1954,28000,Mississippi,1952930,2064000,4588,0
1955,28000,Mississippi,2203088,2060000,4266,0
1956,28000,Mississippi,2245737,2086000,5262,0
1957,28000,Mississippi,2272115,2088000,6097,0
1958,28000,Mississippi,2462146,2086000,6149,0
1959,28000,Mississippi,2726403,2138000,6967,0
1960,28000,Mississippi,2763849,2182000,7754,0
1961,28000,Mississippi,2996917,2206000,7907,0
1962,28000,Mississippi,3132456,2243000,8096,0
1963,28000,Mississippi,3442364,2244000,7770,0
1964,28000,Mississippi,3563335,2241000,8365,0
1965,28000,Mississippi,3868601,2246000,9018,0
1966,28000,Mississippi,4217350,2245000,9808,0
1967,28000,Mississippi,4563380,2228000,10510,0
1968,28000,Mississippi,4993314,2219000,10971,0
1969,28000,Mississippi,5540675,2220000,24727,0
1970,28000,Mississippi,6077002,2221128,45975,0
1971,28000,Mississippi,6737073,2265529,50206,0
1972,28000,Mississippi,7677404,2307291,60372,0
1973,28000,Mississippi,8779039,2349802,72869,0
1974,28000,Mississippi,9648091,2378603,86540,0
1975,28000,Mississippi,10462842,2399924,90435,0
1976,28000,Mississippi,11877611,2430324,112642,0
1977,28000,Mississippi,13222207,2459810,141867,0
1978,28000,Mississippi,14721611,2488033,173072,0
1979,28000,Mississippi,16636575,2507967,197959,0
1980,28000,Mississippi,18097527,2525342,164057,0
1981,28000,Mississippi,20331600,2539032,199018,0
1982,28000,Mississippi,21465369,2556776,192024,0
1983,28000,Mississippi,22451566,2567719,216408,0
1984,28000,Mississippi,24527664,2578053,271803,0
1985,28000,Mississippi,25818840,2588103,268263,0
1986,28000,Mississippi,26781306,2593596,273724,0
1987,28000,Mississippi,28323856,2588545,311605,0
1988,28000,Mississippi,30302627,2580349,361106,0
1989,28000,Mississippi,32735804,2574272,418790,0
1990,28000,Mississippi,34442518,2578897,463770,0
1991,28000,Mississippi,36287596,2598733,473251,0
1992,28000,Mississippi,39062668,2623734,518912,0
1993,28000,Mississippi,41597030,2655100,614085,0
1994,28000,Mississippi,45005285,2688992,665964,0
1995,28000,Mississippi,47613260,2722659,724024,0
1996,28000,Mississippi,50525507,2748085,770524,0
1997,28000,Mississippi,53377481,2777004,820317,0
1998,28000,Mississippi,56584717,2804834,909173,0
1999,28000,Mississippi,58573067,2828408,1001248,0
2000,28000,Mississippi,61755376,2848353,1014334,0
2001,28000,Mississippi,65175887,2852994,1022963,0
2002,28000,Mississippi,66375044,2858681,1002668,0
2003,28000,Mississippi,69022294,2868312,1106541,0
2004,28000,Mississippi,73109867,2889010,1055378,0
2005,28000,Mississippi,77981568,2905943,1196756,0
2006,28000,Mississippi,81284366,2904978,1244063,0
2007,28000,Mississippi,86544398,2928350,1337281,0
2008,28000,Mississippi,90748398,2947806,1547102,0
2009,28000,Mississippi,89226649,2958774,1437606,0
2010,28000,Mississippi,92933243,2970366,1357798,0
2011,28000,Mississippi,96917993,2977897,1432637,0
2012,28000,Mississippi,100377212,2982342,1569562,0
2013,28000,Mississippi,102317393,2986574,1722450,0
2014,28000,Mississippi,104255478,2987621,1700317,0
2015,28000,Mississippi,106063990,2984959,1805610,0
2016,28000,Mississippi,107499466,2984317,1804266,0
2017,28000,Mississippi,110107234,2983393,1811928,0
2018,28000,Mississippi,112818083,2974618,1842352,0
2019,28000,Mississippi,116335836,2968981,2017865,0
2020,28000,Mississippi,124988200,2956870,2105242,0
1948,29000,Missouri,5295887,3844000,11873,750
1949,29000,Missouri,5171674,3882000,14170,2956
1950,29000,Missouri,5699830,3964000,14899,3950
1951,29000,Missouri,6319793,4015000,15071,1694
1952,29000,Missouri,6680411,3972000,14777,1407
1953,29000,Missouri,7086996,4020000,15116,3444
1954,29000,Missouri,7139915,4066000,16624,6814
1955,29000,Missouri,7645626,4134000,20182,9231
1956,29000,Missouri,8065012,4163000,25344,8866
1957,29000,Missouri,8296046,4189000,29719,9237
1958,29000,Missouri,8828756,4186000,31841,9601
1959,29000,Missouri,9350234,4258000,35689,12243
1960,29000,Missouri,9629682,4326000,42101,17732
1961,29000,Missouri,9955280,4349000,58382,18940
1962,29000,Missouri,10488742,4357000,77400,24002
1963,29000,Missouri,11002316,4392000,57674,22467
1964,29000,Missouri,11619622,4442000,80020,33194
1965,29000,Missouri,12634817,4467000,99013,38487
1966,29000,Missouri,13535764,4523000,111351,44588
1967,29000,Missouri,14407447,4539000,92492,42892
1968,29000,Missouri,15949874,4568000,112730,43571
1969,29000,Missouri,16912485,4640000,139150,50111
1970,29000,Missouri,18479482,4684768,157013,45893
1971,29000,Missouri,19938913,4722703,205426,49452
1972,29000,Missouri,21682224,4753234,273124,69838
1973,29000,Missouri,24089650,4774601,345545,67124
1974,29000,Missouri,25774725,4785391,320681,78974
1975,29000,Missouri,28212715,4795383,340282,83288
1976,29000,Missouri,30912024,4823554,381289,85418
1977,29000,Missouri,34252401,4845042,421802,87771
1978,29000,Missouri,38129735,4871171,462125,96489
1979,29000,Missouri,42513848,4889327,569545,100407
1980,29000,Missouri,46120241,4921966,632985,92703
1981,29000,Missouri,51516587,4932069,709773,116935
1982,29000,Missouri,55083525,4929456,806857,123371
1983,29000,Missouri,58757912,4943735,873628,125183
1984,29000,Missouri,65189289,4975276,1010027,129725
1985,29000,Missouri,69743973,5000260,1105506,145044
1986,29000,Missouri,73416857,5023055,1168791,160543
1987,29000,Missouri,77345852,5056702,1271256,151242
1988,29000,Missouri,82131486,5081737,1606136,198575
1989,29000,Missouri,88040042,5095844,1716181,206813
1990,29000,Missouri,91909039,5128880,1962865,213388
1991,29000,Missouri,95964054,5170800,1822517,215820
1992,29000,Missouri,102138919,5217101,1945117,234443
1993,29000,Missouri,106821070,5271175,2078885,233462
1994,29000,Missouri,113391093,5324497,2357844,243059
1995,29000,Missouri,119590208,5378247,2679789,257975
1996,29000,Missouri,126668265,5431553,2904291,260018
1997,29000,Missouri,134328093,5481193,3209929,275025
1998,29000,Missouri,141027077,5521765,3477053,256250
1999,29000,Missouri,146510937,5561948,3611916,269143
2000,29000,Missouri,156675811,5607285,3662227,271314
2001,29000,Missouri,161842010,5641142,3940996,292590
2002,29000,Missouri,165525993,5674825,3577423,312959
2003,29000,Missouri,171766554,5709403,3536394,332544
2004,29000,Missouri,181111939,5747741,3702691,323030
2005,29000,Missouri,187996225,5790300,4110436,334076
2006,29000,Missouri,199347818,5842704,4578925,352043
2007,29000,Missouri,209021358,5887612,4921817,357055
2008,29000,Missouri,221033500,5923916,5159929,352177
2009,29000,Missouri,216893573,5961088,4481940,302954
2010,29000,Missouri,222563967,5996166,4296518,302564
2011,29000,Missouri,231646331,6011569,4777044,313532
2012,29000,Missouri,242981353,6026727,5066419,344547
2013,29000,Missouri,245199961,6044003,5406047,317244
2014,29000,Missouri,254317468,6060459,5527540,343123
2015,29000,Missouri,263271401,6077057,5985878,373679
2016,29000,Missouri,270603534,6093349,6042695,378608
2017,29000,Missouri,277413945,6113669,6220387,414788
