year,id,name,income,pop,state_inc_tax,local_inc_tax
2013,42000,Pennsylvania,593682098,12846775,10863330,4682229
2014,42000,Pennsylvania,619079371,12880463,10987327,4965229
2015,42000,Pennsylvania,643988051,12898688,11801217,4807777
2016,42000,Pennsylvania,661160078,12918191,11911491,4838271
2017,42000,Pennsylvania,679620194,12945337,12217349,5190492
2018,42000,Pennsylvania,716336524,12980864,12688194,5262885
2019,42000,Pennsylvania,737160920,12991448,13640846,5582027
2020,42000,Pennsylvania,788725185,12989625,13993957,5889862
1948,44000,Rhode Island,1155213,787000,0,0
1949,44000,Rhode Island,1132335,801000,0,0
1950,44000,Rhode Island,1258565,786000,0,0
1951,44000,Rhode Island,1394652,784000,0,0
1952,44000,Rhode Island,1471295,802000,0,0
1953,44000,Rhode Island,1573272,815000,0,0
1954,44000,Rhode Island,1576095,816000,0,0
1955,44000,Rhode Island,1679136,823000,0,0
1956,44000,Rhode Island,1748358,840000,0,0
1957,44000,Rhode Island,1795285,851000,0,0
1958,44000,Rhode Island,1885179,858000,0,0
1959,44000,Rhode Island,1985613,857000,0,0
1960,44000,Rhode Island,2015693,855000,0,0
1961,44000,Rhode Island,2107950,858000,0,0
1962,44000,Rhode Island,2266942,871000,0,0
1963,44000,Rhode Island,2368111,876000,0,0
1964,44000,Rhode Island,2521797,885000,0,0
1965,44000,Rhode Island,2722808,893000,0,0
1966,44000,Rhode Island,2973154,899000,0,0
1967,44000,Rhode Island,3223219,909000,0,0
1968,44000,Rhode Island,3522149,922000,0,0
1969,44000,Rhode Island,3741845,932000,8510,0
1970,44000,Rhode Island,4092971,950561,15492,0
1971,44000,Rhode Island,4336596,963974,64008,0
1972,44000,Rhode Island,4721967,976365,70183,0
1973,44000,Rhode Island,5044554,978010,71454,0
1974,44000,Rhode Island,5288914,953503,77847,0
1975,44000,Rhode Island,5742437,946339,82350,0
1976,44000,Rhode Island,6272443,950321,100979,0
1977,44000,Rhode Island,6864937,955128,107075,0
1978,44000,Rhode Island,7531162,957237,128679,0
1979,44000,Rhode Island,8363201,956643,161907,0
1980,44000,Rhode Island,9390625,948773,164929,0
1981,44000,Rhode Island,10463764,953012,208106,0
1982,44000,Rhode Island,11271042,954170,229961,0
1983,44000,Rhode Island,12185400,956382,275899,0
1984,44000,Rhode Island,13381333,961895,299934,0
1985,44000,Rhode Island,14413759,968956,284203,0
1986,44000,Rhode Island,15452702,977340,299819,0
1987,44000,Rhode Island,16547232,989605,377982,0
1988,44000,Rhode Island,18239253,996407,395460,0
1989,44000,Rhode Island,19852498,1000666,421288,0
1990,44000,Rhode Island,20438053,1005995,446480,0
1991,44000,Rhode Island,20636099,1010649,464541,0
1992,44000,Rhode Island,21597148,1012581,492910,0
1993,44000,Rhode Island,22514761,1015112,513894,0
1994,44000,Rhode Island,23090962,1015960,533673,0
1995,44000,Rhode Island,24324255,1017002,564342,0
1996,44000,Rhode Island,25172140,1020893,613303,0
1997,44000,Rhode Island,26633794,1025353,688741,0
1998,44000,Rhode Island,28410005,1031155,744392,0
1999,44000,Rhode Island,29647398,1040402,800999,0
2000,44000,Rhode Island,31946481,1050268,873699,0
2001,44000,Rhode Island,33633331,1057142,906726,0
2002,44000,Rhode Island,34972557,1065995,830003,0
2003,44000,Rhode Island,36747770,1071342,828001,0
2004,44000,Rhode Island,38606392,1074579,928697,0
2005,44000,Rhode Island,39495478,1067916,981135,0
2006,44000,Rhode Island,41490709,1063096,1010812,0
2007,44000,Rhode Island,43237940,1057315,1076864,0
2008,44000,Rhode Island,43928579,1055003,1062997,0
2009,44000,Rhode Island,42788668,1053646,936347,0
2010,44000,Rhode Island,45116212,1054954,933840,0
2011,44000,Rhode Island,46793695,1058647,1034900,0
2012,44000,Rhode Island,48501742,1063602,1039786,0
2013,44000,Rhode Island,48544705,1068168,1106422,0
2014,44000,Rhode Island,50646175,1073041,1135147,0
2015,44000,Rhode Island,52447570,1077348,1235266,0
2016,44000,Rhode Island,53229695,1082251,1228637,0
2017,44000,Rhode Island,55300956,1084914,1261836,0
2018,44000,Rhode Island,57371833,1091751,1304424,0
2019,44000,Rhode Island,59908897,1094524,1379589,0
2020,44000,Rhode Island,64299905,1096229,1404641,0
1948,45000,South Carolina,1848697,1996000,9885,0
1949,45000,South Carolina,1794996,2029000,10666,0
1950,45000,South Carolina,1992390,2113000,10862,0
1951,45000,South Carolina,2509060,2167000,12029,0
1952,45000,South Carolina,2696199,2178000,12321,0
1953,45000,South Carolina,2778185,2181000,12356,0
1954,45000,South Carolina,2633567,2176000,12286,0
1955,45000,South Carolina,2798057,2200000,13794,0
1956,45000,South Carolina,2910670,2229000,15813,0
1957,45000,South Carolina,3041067,2274000,16715,0
1958,45000,South Carolina,3150806,2304000,17321,0
1959,45000,South Carolina,3400139,2348000,24889,0
1960,45000,South Carolina,3570117,2392000,29665,0
1961,45000,South Carolina,3748416,2409000,28169,0
1962,45000,South Carolina,4018368,2423000,29876,0
1963,45000,South Carolina,4251998,2460000,34501,0
1964,45000,South Carolina,4567277,2475000,37751,0
1965,45000,South Carolina,5047671,2494000,47934,0
1966,45000,South Carolina,5672030,2520000,59939,0
1967,45000,South Carolina,6120558,2533000,67567,0
1968,45000,South Carolina,6796258,2559000,80119,0
1969,45000,South Carolina,7604376,2570000,94601,0
1970,45000,South Carolina,8380439,2598210,103543,0
1971,45000,South Carolina,9180919,2661836,117515,0
1972,45000,South Carolina,10308853,2718404,169100,0
1973,45000,South Carolina,11692290,2775442,179392,0
1974,45000,South Carolina,13234649,2843199,214254,0
1975,45000,South Carolina,14394289,2900158,223494,0
1976,45000,South Carolina,16096281,2941407,291076,0
1977,45000,South Carolina,17592494,2988979,324825,0
1978,45000,South Carolina,19879133,3041068,387737,0
1979,45000,South Carolina,22283472,3086885,452603,0
1980,45000,South Carolina,24966939,3134502,541012,0
1981,45000,South Carolina,28120355,3179255,625493,0
1982,45000,South Carolina,29894431,3207611,666470,0
1983,45000,South Carolina,32447264,3234068,762876,0
1984,45000,South Carolina,36183178,3271864,854006,0
1985,45000,South Carolina,38709682,3303211,876222,0
1986,45000,South Carolina,41372177,3342759,955818,0
1987,45000,South Carolina,44371556,3380507,1062311,0
1988,45000,South Carolina,48237217,3412097,1181386,0
1989,45000,South Carolina,52509247,3456777,1316026,0
1990,45000,South Carolina,56399794,3501155,1492907,0
1991,45000,South Carolina,58892827,3570404,1382888,0
1992,45000,South Carolina,62693521,3620464,1467921,0
1993,45000,South Carolina,65907989,3663314,1516534,0
1994,45000,South Carolina,69909223,3705397,1581223,0
1995,45000,South Carolina,74092106,3748582,1733960,0
1996,45000,South Carolina,78791906,3796200,1874089,0
1997,45000,South Carolina,83865349,3859696,2009882,0
1998,45000,South Carolina,89931923,3919235,2185259,0
1999,45000,South Carolina,94453764,3974682,2403151,0
2000,45000,South Carolina,101138850,4024223,2464982,0
2001,45000,South Carolina,104620934,4064995,2431012,0
2002,45000,South Carolina,107551602,4107795,2326379,0
2003,45000,South Carolina,111359645,4150297,2349833,0
2004,45000,South Carolina,117847306,4210921,2516130,0
2005,45000,South Carolina,125049513,4270150,2674751,0
2006,45000,South Carolina,135022372,4357847,2957989,0
2007,45000,South Carolina,143997219,4444110,3305183,0
2008,45000,South Carolina,150517984,4528996,3256200,0
2009,45000,South Carolina,146919521,4589872,2754429,0
2010,45000,South Carolina,152230540,4633890,2706028,0
2011,45000,South Carolina,160767373,4662785,2967513,0
2012,45000,South Carolina,169185165,4701074,3169291,0
2013,45000,South Carolina,171617231,4740306,3428640,0
2014,45000,South Carolina,182832639,4792246,3530108,0
2015,45000,South Carolina,194364093,4852678,3835018,0
2016,45000,South Carolina,202215375,4910768,3976924,0
2017,45000,South Carolina,212626347,4965753,4213054,0
2018,45000,South Carolina,222564692,5021059,4431193,0
2019,45000,South Carolina,234443672,5077543,5192336,0
2020,45000,South Carolina,250573590,5130729,5763465,0
1948,46000,South Dakota,920090,612000,0,0
1949,46000,South Dakota,707614,631000,0,0
1950,46000,South Dakota,850169,655000,0,0
1951,46000,South Dakota,995655,655000,0,0
1952,46000,South Dakota,883465,651000,0,0
1953,46000,South Dakota,960792,648000,0,0
1954,46000,South Dakota,988140,655000,0,0
1955,46000,South Dakota,922289,663000,0,0
1956,46000,South Dakota,987437,670000,0,0
1957,46000,South Dakota,1156912,666000,0,0
1958,46000,South Dakota,1188025,656000,0,0
1959,46000,South Dakota,1080920,667000,0,0
1960,46000,South Dakota,1324843,683000,0,0
1961,46000,South Dakota,1333008,693000,0,0
1962,46000,South Dakota,1518891,705000,0,0
1963,46000,South Dakota,1473137,708000,0,0
1964,46000,South Dakota,1445181,701000,0,0
1965,46000,South Dakota,1625859,692000,0,0
1966,46000,South Dakota,1757965,683000,0,0
1967,46000,South Dakota,1786055,671000,0,0
1968,46000,South Dakota,1914255,669000,0,0
1969,46000,South Dakota,2076428,668000,0,0
1970,46000,South Dakota,2257360,666641,0,0
1971,46000,South Dakota,2473054,671382,0,0
1972,46000,South Dakota,2855440,677389,0,0
1973,46000,South Dakota,3605287,678939,0,0
1974,46000,South Dakota,3612015,679877,0,0
1975,46000,South Dakota,3972044,681420,0,0
1976,46000,South Dakota,3932814,686843,0,0
1977,46000,South Dakota,4462560,688992,0,0
1978,46000,South Dakota,5142463,689293,0,0
1979,46000,South Dakota,5664877,689018,0,0
1980,46000,South Dakota,5712803,690851,0,0
1981,46000,South Dakota,6651833,689584,0,0
1982,46000,South Dakota,7010243,690597,0,0
1983,46000,South Dakota,7270580,693009,0,0
1984,46000,South Dakota,8272263,697250,0,0
1985,46000,South Dakota,8480553,698404,0,0
1986,46000,South Dakota,8847482,696036,0,0
1987,46000,South Dakota,9335729,696034,0,0
1988,46000,South Dakota,9747500,698160,0,0
1989,46000,South Dakota,10492389,696698,0,0
1990,46000,South Dakota,11484576,697101,0,0
1991,46000,South Dakota,11966633,703669,0,0
1992,46000,South Dakota,12941824,712801,0,0
1993,46000,South Dakota,13530952,722159,0,0
1994,46000,South Dakota,14587928,730790,0,0
1995,46000,South Dakota,14883534,737925,0,0
1996,46000,South Dakota,16444959,742213,0,0
1997,46000,South Dakota,16805793,744223,0,0
1998,46000,South Dakota,18111949,746058,0,0
1999,46000,South Dakota,18989979,750412,0,0
2000,46000,South Dakota,20275491,755844,0,0
2001,46000,South Dakota,20953759,757972,0,0
2002,46000,South Dakota,20955087,760020,0,0
2003,46000,South Dakota,22890291,763729,0,0
2004,46000,South Dakota,24671652,770396,0,0
2005,46000,South Dakota,26202314,775493,0,0
2006,46000,South Dakota,27640275,783033,0,0
2007,46000,South Dakota,30673887,791623,0,0
2008,46000,South Dakota,32898723,799124,0,0
2009,46000,South Dakota,31893747,807067,0,0
2010,46000,South Dakota,33804000,816078,0,0
2011,46000,South Dakota,36842808,823160,0,0
2012,46000,South Dakota,37844222,832800,0,0
2013,46000,South Dakota,38365923,841206,0,0
2014,46000,South Dakota,40252253,847634,0,0
2015,46000,South Dakota,41912669,852134,0,0
2016,46000,South Dakota,42336778,860650,0,0
2017,46000,South Dakota,43813041,870163,0,0
2018,46000,South Dakota,46031995,875300,0,0
2019,46000,South Dakota,48547806,882507,0,0
2020,46000,South Dakota,52920713,887099,0,0
1948,47000,Tennessee,3118116,3216000,2755,0
1949,47000,Tennessee,3104117,3236000,3079,0
1950,47000,Tennessee,3448254,3315000,3314,0
1951,47000,Tennessee,3844068,3372000,3678,0
1952,47000,Tennessee,4021452,3352000,3536,0
1953,47000,Tennessee,4313637,3319000,3407,0
1954,47000,Tennessee,4368113,3359000,3509,0
1955,47000,Tennessee,4612144,3415000,3752,0
1956,47000,Tennessee,4945718,3415000,4139,0
1957,47000,Tennessee,5175141,3434000,4524,0
1958,47000,Tennessee,5389556,3471000,4615,0
1959,47000,Tennessee,5775669,3522000,4990,0
1960,47000,Tennessee,5930979,3575000,5578,0
1961,47000,Tennessee,6277788,3622000,6119,0
1962,47000,Tennessee,6667572,3673000,6623,0
1963,47000,Tennessee,7071775,3718000,6627,0
1964,47000,Tennessee,7604219,3771000,6255,0
1965,47000,Tennessee,8286465,3798000,6568,0
1966,47000,Tennessee,9123193,3822000,8265,0
1967,47000,Tennessee,9769915,3859000,9009,0
1968,47000,Tennessee,10893808,3878000,10267,0
1969,47000,Tennessee,11815600,3897000,8309,0
1970,47000,Tennessee,12849372,3936975,11794,0
1971,47000,Tennessee,14188137,4010238,12702,0
1972,47000,Tennessee,15970576,4088445,13617,0
1973,47000,Tennessee,18141651,4138417,15665,0
1974,47000,Tennessee,20073602,4201621,16589,0
1975,47000,Tennessee,21893630,4260829,18666,0
1976,47000,Tennessee,24519691,4329160,22329,0
1977,47000,Tennessee,27175753,4401939,22095,0
1978,47000,Tennessee,30979262,4461639,24896,0
1979,47000,Tennessee,34543736,4533297,26693,0
1980,47000,Tennessee,38077998,4600252,30885,0
1981,47000,Tennessee,42383340,4627662,38322,0
1982,47000,Tennessee,45046219,4646043,44445,0
1983,47000,Tennessee,48057095,4659757,52072,0
1984,47000,Tennessee,53481428,4686743,55935,0
1985,47000,Tennessee,57207491,4715292,64461,0
1986,47000,Tennessee,61216362,4738708,70595,0
1987,47000,Tennessee,65940974,4782939,67893,0
1988,47000,Tennessee,71645974,4822438,76427,0
1989,47000,Tennessee,76927829,4854432,93741,0
1990,47000,Tennessee,81783900,4894492,108138,0
1991,47000,Tennessee,86008886,4966587,92223,0
1992,47000,Tennessee,94052894,5049742,95104,0
1993,47000,Tennessee,100091784,5137584,97234,0
1994,47000,Tennessee,106496614,5231438,101707,0
1995,47000,Tennessee,114364864,5326936,105213,0
1996,47000,Tennessee,120799015,5416643,113045,0
1997,47000,Tennessee,127953042,5499233,131032,0
1998,47000,Tennessee,139897242,5570045,160093,0
1999,47000,Tennessee,145517190,5638706,161145,0
2000,47000,Tennessee,154378504,5703719,180592,0
2001,47000,Tennessee,158384637,5750789,200293,0
2002,47000,Tennessee,162942356,5795918,144579,0
2003,47000,Tennessee,170160259,5847812,119714,0
2004,47000,Tennessee,180115351,5910809,144844,0
2005,47000,Tennessee,189003815,5991057,171826,0
2006,47000,Tennessee,201325219,6088766,218141,0
2007,47000,Tennessee,210986900,6175727,246081,0
2008,47000,Tennessee,219027311,6247411,289489,0
2009,47000,Tennessee,217218572,6306019,218178,0
2010,47000,Tennessee,227882962,6356320,175518,0
2011,47000,Tennessee,241617612,6404344,183732,0
2012,47000,Tennessee,254470632,6463111,214512,0
2013,47000,Tennessee,256753847,6507640,252654,0
2014,47000,Tennessee,267288734,6558710,266773,0
2015,47000,Tennessee,281281093,6612901,315496,0
2016,47000,Tennessee,290239862,6672356,284895,0
2017,47000,Tennessee,303062683,6739437,243950,0
2018,47000,Tennessee,319949282,6806545,216183,0
2019,47000,Tennessee,334750234,6862378,136751,0
2020,47000,Tennessee,351546309,6920119,65198,0
1948,48000,Texas,9312540,7626000,0,0
1949,48000,Texas,10054437,7623000,0,0
1950,48000,Texas,10827620,7776000,0,0
1951,48000,Texas,12357804,8111000,0,0
1952,48000,Texas,13356111,8314000,0,0
1953,48000,Texas,13679208,8336000,0,0
1954,48000,Texas,14086208,8382000,0,0
1955,48000,Texas,15169944,8660000,0,0
1956,48000,Texas,16223511,8830000,0,0
1957,48000,Texas,17355142,9070000,0,0
1958,48000,Texas,17896029,9252000,0,0
1959,48000,Texas,18929361,9405000,0,0
1960,48000,Texas,19437778,9624000,0,0
1961,48000,Texas,20545994,9820000,0,0
1962,48000,Texas,21582264,10053000,0,0
1963,48000,Texas,22539080,10159000,0,0
1964,48000,Texas,24171273,10270000,0,0
1965,48000,Texas,26016697,10378000,0,0
1966,48000,Texas,28468538,10492000,0,0
1967,48000,Texas,31101031,10599000,0,0
1968,48000,Texas,34653869,10819000,0,0
1969,48000,Texas,38574952,11045000,0,0
1970,48000,Texas,42497001,11236772,0,0
1971,48000,Texas,46116225,11509640,0,0
1972,48000,Texas,51173430,11758760,0,0
1973,48000,Texas,58113014,12018970,0,0
1974,48000,Texas,65532274,12267865,0,0
1975,48000,Texas,74746690,12568182,0,0
1976,48000,Texas,84227582,12903268,0,0
1977,48000,Texas,93978608,13191790,0,0
1978,48000,Texas,108293275,13497726,0,0
1979,48000,Texas,124677522,13887312,0,0
1980,48000,Texas,143140318,14338208,0,0
1981,48000,Texas,168292411,14746318,0,0
1982,48000,Texas,185542644,15331408,0,0
1983,48000,Texas,198083650,15751674,0,0
1984,48000,Texas,216833934,16007088,0,0
1985,48000,Texas,233561973,16272722,0,0
1986,48000,Texas,238934147,16561103,0,0
1987,48000,Texas,243559445,16621767,0,0
1988,48000,Texas,258240426,16667040,0,0
1989,48000,Texas,275917143,16806729,0,0
1990,48000,Texas,297726251,17056755,0,0
1991,48000,Texas,311370378,17398005,0,0
1992,48000,Texas,336646045,17759738,0,0
1993,48000,Texas,356399215,18161612,0,0
1994,48000,Texas,376613598,18564062,0,0
1995,48000,Texas,402805264,18958751,0,0
1996,48000,Texas,433164880,19340342,0,0
1997,48000,Texas,472178352,19740317,0,0
1998,48000,Texas,515146583,20157531,0,0
1999,48000,Texas,545418168,20558220,0,0
2000,48000,Texas,594465991,20944499,0,0
2001,48000,Texas,631990751,21319622,0,0
2002,48000,Texas,640381588,21690325,0,0
2003,48000,Texas,665861136,22030931,0,0
2004,48000,Texas,698584438,22394023,0,0
2005,48000,Texas,757968624,22778123,0,0
2006,48000,Texas,832292050,23359580,0,0
2007,48000,Texas,883810360,23831983,0,0
2008,48000,Texas,971051195,24309039,0,0
2009,48000,Texas,924343949,24801761,0,0
2010,48000,Texas,985165114,25238863,0,0
2011,48000,Texas,1077403282,25630063,0,0
2012,48000,Texas,1152725226,26055816,0,0
2013,48000,Texas,1184840515,26438164,0,0
2014,48000,Texas,1274636863,26907878,0,0
2015,48000,Texas,1300510099,27399070,0,0
2016,48000,Texas,1296480756,27830020,0,0
2017,48000,Texas,1387824297,28192251,0,0
2018,48000,Texas,1483121609,28510878,0,0
2019,48000,Texas,1544020717,28857754,0,0
2020,48000,Texas,1618635133,29217653,0,0
1948,49000,Utah,840223,653000,3764,0
1949,49000,Utah,869251,671000,4241,0
1950,49000,Utah,968126,696000,4920,0
1951,49000,Utah,1129735,706000,6635,0
1952,49000,Utah,1199572,724000,6278,0
1953,49000,Utah,1232044,739000,5382,0
1954,49000,Utah,1230047,750000,5993,0
1955,49000,Utah,1360648,783000,7344,0
1956,49000,Utah,1484451,809000,9143,0
1957,49000,Utah,1610305,826000,10740,0
1958,49000,Utah,1666917,845000,11613,0
1959,49000,Utah,1787294,870000,14221,0
1960,49000,Utah,1909838,900000,15768,0
1961,49000,Utah,2046870,936000,15922,0
1962,49000,Utah,2228050,958000,17596,0
1963,49000,Utah,2315116,974000,19605,0
1964,49000,Utah,2436938,978000,20876,0
1965,49000,Utah,2583192,994000,27307,0
1966,49000,Utah,2751307,1009000,40769,0
1967,49000,Utah,2903484,1019000,41341,0
1968,49000,Utah,3111604,1029000,47005,0
1969,49000,Utah,3406875,1047000,60865,0
1970,49000,Utah,3791439,1065672,55869,0
1971,49000,Utah,4243112,1100733,65408,0
1972,49000,Utah,4741413,1134601,81196,0
1973,49000,Utah,5282895,1168784,95103,0
1974,49000,Utah,5910411,1198793,96434,0
1975,49000,Utah,6590527,1233935,119084,0
1976,49000,Utah,7463623,1272365,153114,0
1977,49000,Utah,8440469,1316421,171960,0
1978,49000,Utah,9711665,1364235,207866,0
1979,49000,Utah,10972424,1416094,251728,0
1980,49000,Utah,12319288,1472595,278934,0
1981,49000,Utah,13892687,1515472,320157,0
1982,49000,Utah,15066940,1558314,322580,0
1983,49000,Utah,16135197,1594943,366809,0
1984,49000,Utah,17820360,1622342,413957,0
1985,49000,Utah,19069875,1642910,446546,0
1986,49000,Utah,20041877,1662833,528357,0
1987,49000,Utah,20994591,1678120,576546,0
1988,49000,Utah,22330039,1689372,619609,0
1989,49000,Utah,23967442,1705865,498040,0
1990,49000,Utah,25984871,1731223,693441,0
1991,49000,Utah,27864000,1779780,683056,0
1992,49000,Utah,30125548,1836799,820164,0
1993,49000,Utah,32491283,1898404,885674,0
1994,49000,Utah,35156842,1960446,993226,0
1995,49000,Utah,38308316,2014177,1162437,0
1996,49000,Utah,41738865,2067976,1135980,0
1997,49000,Utah,45125191,2119784,1164519,0
1998,49000,Utah,48227506,2165960,1487864,0
1999,49000,Utah,50859248,2203482,1578484,0
2000,49000,Utah,54450819,2244502,1685257,0
2001,49000,Utah,56922719,2283715,1739336,0
2002,49000,Utah,58562908,2324815,1573581,0
2003,49000,Utah,60872629,2360137,1586585,0
2004,49000,Utah,64886832,2401580,1731545,0
2005,49000,Utah,71095264,2457719,2026308,0
2006,49000,Utah,79116039,2525507,2345552,0
2007,49000,Utah,86153056,2597746,2617466,0
2008,49000,Utah,90386888,2663029,2372475,0
2009,49000,Utah,86761575,2723421,2254472,0
2010,49000,Utah,89439153,2776094,2134893,0
2011,49000,Utah,96356694,2818261,2354767,0
2012,49000,Utah,102990773,2860480,2563290,0
2013,49000,Utah,106176204,2908068,2889565,0
2014,49000,Utah,112620169,2950652,2979871,0
2015,49000,Utah,121339160,2999092,3291399,0
2016,49000,Utah,127881434,3063043,3472644,0
2017,49000,Utah,135658763,3125784,3740479,0
2018,49000,Utah,146326354,3180896,4324555,0
2019,49000,Utah,157335049,3232701,4590882,0
2020,49000,Utah,169656348,3281684,4224031,0
1948,50000,Vermont,437906,359000,1977,0
1949,50000,Vermont,423106,369000,2671,0
1950,50000,Vermont,450582,379000,3213,0
1951,50000,Vermont,515573,378000,5282,0
1952,50000,Vermont,528676,375000,6531,0
1953,50000,Vermont,554297,379000,5639,0
1954,50000,Vermont,562077,377000,5348,0
1955,50000,Vermont,584920,375000,6877,0
1956,50000,Vermont,639661,377000,8730,0
1957,50000,Vermont,663135,376000,9242,0
1958,50000,Vermont,676296,380000,9247,0
1959,50000,Vermont,727094,387000,10414,0
1960,50000,Vermont,768301,389000,11585,0
1961,50000,Vermont,800756,390000,12126,0
1962,50000,Vermont,840471,393000,13056,0
1963,50000,Vermont,871256,397000,15577,0
1964,50000,Vermont,933673,399000,17193,0
1965,50000,Vermont,1022246,404000,17741,0
1966,50000,Vermont,1159800,413000,24762,0
1967,50000,Vermont,1256075,423000,27928,0
1968,50000,Vermont,1382449,430000,26673,0
1969,50000,Vermont,1515435,437000,37741,0
1970,50000,Vermont,1663931,446323,45775,0
1971,50000,Vermont,1802291,454357,42805,0
1972,50000,Vermont,1989067,463214,49358,0
1973,50000,Vermont,2183882,468533,53161,0
1974,50000,Vermont,2364027,473138,54662,0
1975,50000,Vermont,2591785,479894,54101,0
1976,50000,Vermont,2876016,485144,62601,0
1977,50000,Vermont,3120096,492174,76083,0
1978,50000,Vermont,3573412,498284,66989,0
1979,50000,Vermont,4015134,505711,87949,0
1980,50000,Vermont,4505299,512524,88867,0
1981,50000,Vermont,5069132,515594,107343,0
1982,50000,Vermont,5502286,519108,111449,0
1983,50000,Vermont,5907740,523302,121323,0
1984,50000,Vermont,6496255,526658,139741,0
1985,50000,Vermont,7040967,530035,151630,0
1986,50000,Vermont,7574217,534066,172580,0
1987,50000,Vermont,8217480,540267,202963,0
1988,50000,Vermont,8976787,549763,182967,0
1989,50000,Vermont,9917053,557708,227719,0
1990,50000,Vermont,10298043,564798,269105,0
1991,50000,Vermont,10499432,568606,263059,0
1992,50000,Vermont,11241667,572751,281517,0
1993,50000,Vermont,11680869,577748,286652,0
1994,50000,Vermont,12247126,583836,270692,0
1995,50000,Vermont,12890172,589002,269060,0
1996,50000,Vermont,13585552,593701,286805,0
1997,50000,Vermont,14333084,597239,329823,0
1998,50000,Vermont,15426625,600416,361184,0
1999,50000,Vermont,16303841,604683,400101,0
2000,50000,Vermont,17687618,609618,443223,0
2001,50000,Vermont,18804820,612223,438803,0
2002,50000,Vermont,19212249,615442,454580,0
2003,50000,Vermont,19980138,617858,416672,0
2004,50000,Vermont,21131250,619920,440265,0
2005,50000,Vermont,21666544,621215,505328,0
2006,50000,Vermont,23051976,622892,547137,0
2007,50000,Vermont,24280942,623481,595303,0
2008,50000,Vermont,25603938,624151,625482,0
2009,50000,Vermont,25291705,624817,503067,0
2010,50000,Vermont,26140047,626360,506766,0
2011,50000,Vermont,27690554,629582,570546,0
2012,50000,Vermont,28554400,630661,607969,0
2013,50000,Vermont,28964344,632824,673461,0
2014,50000,Vermont,30195918,633827,682215,0
2015,50000,Vermont,31078990,635874,725216,0
2016,50000,Vermont,31575635,636342,731495,0
2017,50000,Vermont,32406144,639061,767966,0
2018,50000,Vermont,33437205,640667,809933,0
2019,50000,Vermont,34569620,641838,855294,0
2020,50000,Vermont,36894247,642495,862610,0
1948,51000,Virginia,3854096,3207000,13399,0
1949,51000,Virginia,3900425,3292000,19514,0
1950,51000,Virginia,4399030,3315000,23750,0
1951,51000,Virginia,5192675,3434000,24643,0
1952,51000,Virginia,5657679,3504000,29177,0
1953,51000,Virginia,5858450,3557000,36008,0
1954,51000,Virginia,5959973,3555000,40321,0
1955,51000,Virginia,6293265,3588000,43788,0
1956,51000,Virginia,6809251,3722000,75416,0
1957,51000,Virginia,7179373,3844000,83968,0
1958,51000,Virginia,7416326,3914000,65420,0
1959,51000,Virginia,7925392,3951000,74237,0
1960,51000,Virginia,8173194,3986000,79287,0
1961,51000,Virginia,8705540,4095000,85368,0
1962,51000,Virginia,9395680,4180000,91050,0
1963,51000,Virginia,10106619,4276000,186249,0
1964,51000,Virginia,11151041,4357000,131099,0
1965,51000,Virginia,12037512,4411000,154413,0
1966,51000,Virginia,13026719,4456000,180448,0
1967,51000,Virginia,14251197,4508000,194394,0
1968,51000,Virginia,15768227,4558000,231500,0
1969,51000,Virginia,17847652,4614000,298521,0
1970,51000,Virginia,19371643,4659930,300234,0
1971,51000,Virginia,21410967,4752846,337443,0
1972,51000,Virginia,23764172,4828131,404113,0
1973,51000,Virginia,26612710,4906648,465308,0
1974,51000,Virginia,29489590,4978155,525640,0
1975,51000,Virginia,32379775,5056385,584438,0
1976,51000,Virginia,35770824,5132693,663493,0
1977,51000,Virginia,39631200,5205706,811212,0
1978,51000,Virginia,44990392,5284122,902455,0
1979,51000,Virginia,50182027,5324533,1040522,0
1980,51000,Virginia,56726477,5368334,1204613,0
1981,51000,Virginia,63698177,5444094,1378227,0
1982,51000,Virginia,68854776,5492785,1509922,0
1983,51000,Virginia,74238986,5564662,1649467,0
1984,51000,Virginia,82638234,5643868,1850511,0
1985,51000,Virginia,89308410,5715149,2052820,0
1986,51000,Virginia,96341470,5811692,2276714,0
1987,51000,Virginia,104064166,5932273,2639219,0
1988,51000,Virginia,113916609,6036908,2919923,0
1989,51000,Virginia,123237031,6120246,3076581,0
1990,51000,Virginia,129558196,6216884,3231036,0
1991,51000,Virginia,135041489,6301217,3279001,0
1992,51000,Virginia,143668598,6414307,3488832,0
1993,51000,Virginia,150973300,6509630,3707201,0
1994,51000,Virginia,158882771,6593139,3925477,0
1995,51000,Virginia,167003323,6670693,4088901,0
1996,51000,Virginia,175342358,6750884,4094185,0
1997,51000,Virginia,186845541,6829183,5022448,0
1998,51000,Virginia,200072500,6900918,5528672,0
1999,51000,Virginia,214461205,7000174,6583427,0
2000,51000,Virginia,232469615,7105817,7227891,0
2001,51000,Virginia,244753608,7198362,7727634,0
2002,51000,Virginia,251379556,7286873,6390491,0
2003,51000,Virginia,266597645,7366977,6969914,0
2004,51000,Virginia,285112612,7475575,7593115,0
2005,51000,Virginia,304349954,7577105,8614085,0
2006,51000,Virginia,325251794,7673725,9533290,0
2007,51000,Virginia,342962739,7751000,9923037,0
2008,51000,Virginia,356536029,7833496,10267569,0
2009,51000,Virginia,349428515,7925937,8833827,0
2010,51000,Virginia,365245480,8025030,8820152,0
